fid,latitude,longitude,full_id,osm_id,osm_type,addr_city,addr_stree,amenity,cuisine,name,name_en,name_ko,name_ru,opening_ho,branch,brand,brand_wiki,brand_wi_1,takeaway,addr_house,addr_floor,addr_hou_1,addr_postc,addr_str_1,level,email,operator,phone,addr_provi,delivery,garmin_des,outdoor_se,source_url,contributo,brand_face,brand_webs,drive_thro,name_ja,payment_ca,smoking,ele,name_zh,building_l,roof_mater,wall_mater,drive_in,alt_name,internet_a,wheelchair,addr_place,int_name,mapillary,entrance,building,addr_town,ref_vatin,baby_feedi,door,addr_quart,website,access,highway,air_condit,opening__1,addr_distr,previously,addr_regio,addr_zip,postal_cod,government,ph_contrib,atm,capacity,addr_villa,tactile_pa,access_cov,delivery_c,drive_th_1,takeaway_c,camera_mou,camera_typ,man_made,surveillan,surveill_1,survey_dat,payment_el,descriptio,layer,path
44,14.6402127,121.0162011,n1201346616,1201346616,node,Quezon City,Roosevelt Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,McDonald's,Q38076,en:McDonald's,yes,,,,1104,Del Monte Avenue,,,,,,yes,,,,,,https://www.mcdonalds.com.ph/,,マクドナルド,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
45,14.5810042,120.9815366,n1045302726,1045302726,node,Manila,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
46,14.6640515,121.0676892,n1064227685,1064227685,node,,,fast_food,burger,McDonald's,,,,,Tierra Pura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
47,14.4652183,120.9681256,n1257562125,1257562125,node,Las Piñas,Alabang-Zapote Road,fast_food,burger,McDonald's,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
48,14.5792658,120.9954069,n1293376151,1293376151,node,Manila,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
49,14.6316263,121.0179449,n1203902763,1203902763,node,,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
50,14.5343549,121.0514518,n1235432136,1235432136,node,Taguig,Upper McKinley Road,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Mckinley,McDonald's,Q38076,en:McDonald's,yes,Venice Piazza,1,,,,,,,,,,,,,,,,,,,,,,,,,,McDo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
51,14.6691635,120.9471086,n1333130620,1333130620,node,,,fast_food,burger,McDonald's,,,,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
52,14.6104064,121.0354548,n1348791519,1348791519,node,,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
53,14.4340106,121.0107032,n1318753507,1318753507,node,Las Piñas,Alabang-Zapote Road,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,SM Southmall,,,1740,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
54,14.5363561,120.9827437,n1324283468,1324283468,node,Pasay,North Wing,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,Mo-Su 10:00-24:00,SM Mall of Asia North Wing,McDonald's,Q38076,en:McDonald's,yes,,,,,,0,,,,,,,,,,,,,,,separated,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
55,14.5900449,121.0684251,n1413689244,1413689244,node,Pasig,Ortigas Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,Rockwell Business Center Tower 2,G/F,,1604,,0,,,,,,,,,,,,,,,,,,,,,,,,,Ortigas Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
56,14.612994,120.9899516,n1423129484,1423129484,node,Manila,Arsenio H. Lacson Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
57,14.6924514,120.9708696,n1352497997,1352497997,node,,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
58,14.6503417,121.1157432,n1360075650,1360075650,node,Marikina,Liwasang Kalayaan,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,McDonald's,Q38076,en:McDonald's,yes,,,,1810,,0,,,,,yes,,,,,,https://www.mcdonalds.com.ph/,,マクドナルド,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
59,14.6597926,121.0443636,n1629353530,1629353530,node,,Visayas Avenue,fast_food,burger,McDonald's,,,,,,,,,,,,,,,,,,+632 926 6828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
60,14.4255102,121.0397353,n1660090235,1660090235,node,Muntinlupa,North Bridgeway,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,McDonald's,Q38076,en:McDonald's,yes,Fast Bytes,,,,Northgate Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
61,14.6077306,121.0790219,n1576882419,1576882419,node,Quezon City,E. Rodriguez Jr. Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,Eastwood,,,,,MDC 100,,,,Eastwood Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
62,14.6714935,121.0405331,n1587899582,1587899582,node,,Congressional Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Congressional Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
63,14.5918571,121.0256557,n1859742272,1859742272,node,Mandaluyong,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
64,14.4473767,121.0290972,n1743221256,1743221256,node,Parañaque,President's Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,Puregold South Park,,,,E. Monserrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
65,14.5553932,121.0228559,n1750310920,1750310920,node,Makati,Ayala Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Bankmer,,,,,Bankmer,,6756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
66,14.5372272,121.0012537,n25389109,25389109,node,,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Edsa Rotonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
67,14.5475641,120.9987977,n25583923,25583923,node,Pasay,Taft Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
68,14.527372,120.9972752,n25388993,25388993,node,Parañaque,Airport Road,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
69,14.5541303,121.0482454,n255058509,255058509,node,Taguig,32nd Street,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Fort Boni 32nd Street,,,,,32nd & Fifth,,,,5th Avenue,,writeus@ph.mcd.com,Golden Arches Development Corp.,+63 2 86236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
70,14.6767989,121.032386,n255064754,255064754,node,Quezon City,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
71,14.5349273,121.0483338,n251456687,251456687,node,Taguig,Upper McKinley Road,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,One World Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
72,14.5576553,121.0231137,n255054669,255054669,node,Makati,Paseo de Roxas,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,Paseo Center,G/F,8757,1200,Sedeño,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
73,14.6313251,120.9991199,n255067248,255067248,node,Quezon City,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Retiro,McDonald's,Q38076,en:McDonald's,yes,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
74,14.6582272,121.0205024,n255072407,255072407,node,Quezon City,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,McDonald's,Q38076,en:McDonald's,yes,,,,1100,,,,,,Metro Manila,yes,dining (other),no,http://www.freewebs.com/phroadguide/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
75,14.6536396,121.0535407,n255065760,255065760,node,Quezon City,Commonwealth Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Philcoa,McDonald's,Q38076,en:McDonald's,yes,Citimall,,,,,,,,+63 9248619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
76,14.559851,121.0120055,n255066357,255066357,node,Makati,Don Chino Roces Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,,,,,,,,1200,Senator Gil Puyat Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
77,14.5734247,121.0475621,n347279289,347279289,node,Mandaluyong,Epifanio de Los Santos Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,Pinatubo,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
78,14.5668572,121.012749,n369918619,369918619,node,,Pablo Ocampo Sr. Avenue Extension,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,,,,,,cfbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
79,14.6444999,121.0498071,n286161073,286161073,node,,,fast_food,burger,McDonald's,,,,,Matalino,,,,,,,,,,,,,+63 4346695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
80,14.5374881,120.9817673,n333438698,333438698,node,Pasay,Sunset Avenue,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,,24/7,,McDonald's,Q38076,en:McDonald's,yes,One E-com Center,0,,,Harbor Drive,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
81,14.6682218,121.0204903,n497119466,497119466,node,,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
82,14.6101007,121.0918126,n413988709,413988709,node,Pasig,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,Amang Rodriguez,,,,,,,,,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
83,14.5601316,121.014955,n427576875,427576875,node,Makati,Amorsolo,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,24/7,,McDonald's,Q38076,en:McDonald's,yes,,,,,,0,,,,,yes,,no,,,https://www.facebook.com/McDo.ph,https://www.mcdonalds.com.ph/,no,マクドナルド,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
84,14.5636274,120.9904776,n662711065,662711065,node,Manila,Adriatico,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,1004,,,,,,Metro Manila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
85,14.5716458,121.0480298,n679927665,679927665,node,Mandaluyong,,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,McDonald's,Q38076,en:McDonald's,yes,,,,,,,,,,Metro Manila,,,,,,,,,,,,,麦当劳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
86,14.6225028,121.0517043,n589927625,589927625,node,Quezon City,Aurora Boulevard,fast_food,burger,McDonald's,McDonald's,디몰 맥도날드,Макдональдс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OsmQuery,"Point?crs=EPSG:4326&field=full_id:string(0,0)&field=osm_id:string(0,0)&field=osm_type:string(0,0)&field=addr%3Acity:string(0,0)&field=addr%3Astreet:string(0,0)&field=amenity:string(0,0)&field=cuisine:string(0,0)&field=name:string(0,0)&field=name%3Aen:str"
