full_id,osm_id,osm_type,crossing,highway,supervised,amenity,name,descriptio,wikidata,religion,addr_city,addr_postc,addr_stree,name_af,addr_house,access,barrier,school,wikipedia,alt_name,bicycle,foot,motorcar,motorcycle,addr_hou_1,operator,entrance,email,opening_ho,phone,website,name_en,grades,traffic_ca,crossing_r,addr_subur,isced,motor_vehi,operator_t,x,y
n6271254692,"6271254692",node,,,,school,Sapebuso Higher Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.917,-26.227
n6271254808,"6271254808",node,,,,school,Daliwonga Secondary School,,Q97331256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.889,-26.232
n6271255302,"6271255302",node,,,,school,Ditawana Primary School,,Q97331260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.935,-26.243
n6271254709,"6271254709",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.903,-26.220
n6271254795,"6271254795",node,,,,school,Vezubuhle Lower Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.915,-26.222
n4208884068,"4208884068",node,,,,school,Constantia Kloof Primary,,Q97333480,,Roodepoort,,Liebenberg Street,,,,,,,,,,,,,,,,,,,,,,,,,,,27.905,-26.145
n4208891454,"4208891454",node,,,,school,Ridgevale Primary,,,,,,Wilde Amandel Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,27.849,-26.110
n4207257688,"4207257688",node,,,,school,Hoërskool Jeugland Parkering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.213,-26.075
n4208884059,"4208884059",node,,,,school,Laerskool Roodekrans,,,,,,Gardenia Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,27.845,-26.108
n4291418492,"4291418492",node,,,,school,Falcon High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.238,-26.307
n4295599096,"4295599096",node,,,,school,Fidelity Training Academy,,,,,,Madeline Street,,,,,,,,,,,,,,,,,,,,,,,,,,,27.915,-26.172
n4284380611,"4284380611",node,,,,school,Midstream Ridge Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.209,-25.920
n4284380612,"4284380612",node,,,,school,Midstream Ridge Pre Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.209,-25.921
n4098511187,"4098511187",node,,,,school,Laerskool Jan Celliers,,Q97331073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.027,-26.157
n4099796067,"4099796067",node,,,,school,Japanese School of Johannesburg,,Q11346130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.000,-26.150
n4004532513,"4004532513",node,,,,,,,,,,,,,,yes,gate,,,,,,,,,,,,,,,,,,,,,,,28.327,-25.812
n4004532538,"4004532538",node,,,,,,,,,,,,,,yes,gate,,,,,,,,,,,,,,,,,,,,,,,28.327,-25.812
n4193738448,"4193738448",node,,,,school,Laerskool Môrewag,,Q97334555,,Brakpan,,Evans Street,,,,,,,,,,,,Laerskool Môrewag,,,,,,,,,,,,,,,28.379,-26.250
n4200506767,"4200506767",node,,,,school,Annetjie Academy,,,,,,Maugham Road,,"100",,,,,,,,,,,,,,,,,,,,,,,,,27.707,-26.178
n4099900368,"4099900368",node,,,,school,St Teresa's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.037,-26.144
n4193694172,"4193694172",node,,,,school,Hoërskool Die Anker,,Q97334538,,Brakpan,"1542",Tweety Street,,,,,,,,,,,,Hoërskool Die Anker,,,,,,,,,,,,,,,28.384,-26.257
n4398999430,"4398999430",node,,,,school,Laerskool Drie Riviere,,Q97335200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.968,-26.657
n4399001812,"4399001812",node,,,,school,Vereeniging Gimnasium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.926,-26.665
n4398999427,"4398999427",node,,,,school,Hoërskool Drie Riviere,,Q97335191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.974,-26.658
n4398999428,"4398999428",node,,,,school,Laerskool Suikerbos,,Q97335208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.006,-26.660
n4399038106,"4399038106",node,,,,school,Alberview Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.115,-26.282
n4399038108,"4399038108",node,,,,school,Hoërskool Dinamika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.102,-26.314
n4399012160,"4399012160",node,,,,school,Laerskool Vryheidsmonument,,Q97335214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.923,-26.646
n4399038102,"4399038102",node,,,,school,Hoërskool Marais Viljoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.106,-26.270
n4317340193,"4317340193",node,,,,,Boksburg high school east entrance,,,,,,,,,yes,gate,,,,,,,,,,,,,,,,,,,,,,,28.253,-26.226
n4317349689,"4317349689",node,,,,,Boksburg high school west gate,,,,,,,,,yes,gate,,,,,,,,,,,,,,,,,,,,,,,28.256,-26.226
n4315359189,"4315359189",node,,,,school,Laarskool AG Visser,,,,,,A.G. Visser Street,,,,,,,,,,,,,,,,,,,,,,,,,,,28.365,-26.527
n4315381389,"4315381389",node,,,,school,St. John the Baptist Catholic School,,Q97336112,,,"1724",Amelia Street,,"11",,,,,,,,,,,,,stjbcs@mweb.co.za,Mo-Fr 07:00-16:00,"+27117631050",http://www.sjbcschool.org,,,,,,,,,27.865,-26.159
n4398999426,"4398999426",node,,,,school,Laerskool Risiville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.982,-26.645
n4323280755,"4323280755",node,,,,school,Prince's Park College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.188,-25.743
n4734406749,"4734406749",node,,,,school,Hoërskool Randburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.989,-26.108
n4734542828,"4734542828",node,,,,school,Monument Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.789,-26.096
n4595455589,"4595455589",node,,,,school,MGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.134,-26.020
n4629920876,"4629920876",node,,,,school,Shangri-La Academy,,Q97334302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.245,-26.075
n4749192065,"4749192065",node,,,,school,Hoërskool Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.774,-26.094
n4753377124,"4753377124",node,,,,school,Morosele High School,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 07:00-16:00,,,Morosele High School,,,,,,,,28.038,-25.507
n4749138171,"4749138171",node,,,,school,Krugersdorp High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.801,-26.104
n4749184819,"4749184819",node,,,,school,Hoërskool Monument Sports Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.776,-26.092
n4421614889,"4421614889",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.163,-25.740
n4421614989,"4421614989",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.163,-25.740
n4399038111,"4399038111",node,,,,school,Kenton Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.104,-26.310
n4399038832,"4399038832",node,,,,school,Laerskool Generaal Alberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.118,-26.269
n4594002092,"4594002092",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.407,-25.699
n4594002093,"4594002093",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.410,-25.699
n4518646291,"4518646291",node,,,,school,Redhill School,,,,,,Summit Road,,,,,,,,,,,,,,,,"Mo-Tu, Th-Fr 07:30-14:30; We 07:30-13:30",,http://redhill.co.za,Redhill School,,,,,,,,28.061,-26.077
n4593999490,"4593999490",node,,,,school,,,,,,,Tsamaya Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,28.412,-25.696
n4824305221,"4824305221",node,,,,school,,,,,,"0122",Tsipa Street,,"32969",,,,,,,,,,,,,,,,,,,,,,,,,28.432,-25.711
n4857424530,"4857424530",node,,,,school,Al-Aqsa High School,Private High School,,muslim,Lenasia,"1827",Volta Street,,"8547",,,,,,,,,,,,,,,+27 11 857 1464,,,8-12,,,,,,,27.860,-26.344
n4822612383,"4822612383",node,,,,school,Hoërskool Hugenote Sport Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.436,-26.238
n4822612521,"4822612521",node,,,,school,Hoërskool Hugenote Main Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.436,-26.238
n4952565187,"4952565187",node,,,,school,JoziHub,,,,,,Stanley Ave,,"44",,,,,,,,,,,,,,,"+27824513654",http://jozihub.org/,,,,,,,,,28.019,-26.186
n5115298524,"5115298524",node,,,,school,Silverfields Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.818,-26.115
n4887639321,"4887639321",node,,,,school,Thulani middle school,,,,,,,,,,,,,,,,,,,,,,,,,Thulani middle school,,,,,,,,28.110,-25.517
n4933589918,"4933589918",node,,,,school,Saxonworld primary school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.046,-26.162
n4753377128,"4753377128",node,,,,school,Dr Mokoma High School,,,,,,,,,,,,,,,,,,,,,,,,,Dr Mokoma High School,,,,,,,,28.050,-25.516
n4753377129,"4753377129",node,,,,school,Dr Ngaka Maseko High School,,,,,,,,,,,,,,,,,,,,,,,,,Dr Ngaka Maseko High School,,,,,,,,28.050,-25.490
n4753377125,"4753377125",node,,,,school,Modisabana Day-care center,,,,,,,,,,,,,,,,,,,,,,,,,Modisabana Day-care center,,,,,,,,28.047,-25.506
n4753377127,"4753377127",node,,,,school,Mabopane High School,,,,,,,,,,,,,,,,,,,,,,,,,Mabopane High School,,,,,,,,28.061,-25.500
n4778880445,"4778880445",node,,,,school,Germany International School Pretoria,,,,,,Simon Vermooten Road,,,,,,,,,,,,,,,,,,,Germany International School Pretoria,,,,,,,,28.328,-25.748
n4814898386,"4814898386",node,,,,school,Midstream Ridge Baby House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.210,-25.921
n4753427921,"4753427921",node,,,,school,Pelotona High School,,,,,,,,,,,,,,,,,,,,,,,,,Pelotona High School,,,,,,,,28.042,-25.516
n4774555321,"4774555321",node,,,,school,Legora primary school,,Q97332602,,,"0122",tsipa,,"32969",,,,,,,,,,,,,,,,,Home,,,,,,,,28.421,-25.726
n2069356905,"2069356905",node,,,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.214,-25.894
n2051225300,"2051225300",node,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,,28.234,-25.775
n2051225306,"2051225306",node,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,,28.232,-25.775
n2388570016,"2388570016",node,,,,,,,,,,,,,,,gate,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,28.286,-25.748
n2388570021,"2388570021",node,,,,,,,,,,,,,,,gate,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,28.287,-25.750
n2232335397,"2232335397",node,,,,school,Sjambok Primary School,,,,,,,,,,,,,"600102003",,,,,,,,,,,,,,,,,,,,28.042,-25.565
n2349295452,"2349295452",node,,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,27.895,-26.216
n1768508772,"1768508772",node,,,,school,Andrew Anthony Primary School,,Q97332619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.103,-25.784
n1768512328,"1768512328",node,,,,school,Sunrise School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.111,-25.789
n1712428619,"1712428619",node,,,,school,Benoni Muslim School,,Q97334840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.324,-26.202
n1742074229,"1742074229",node,,,,school,Parkview Junior Primary School,,Q97331198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.024,-26.159
n1800002675,"1800002675",node,,,,school,Henley High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.061,-26.528
n2051225296,"2051225296",node,,,,,,,,,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,,28.233,-25.774
n1777309878,"1777309878",node,,,,,,,,,,,,,,,lift_gate,,,,,,,,,,,,,,,,,,,,,,,28.233,-25.872
n1800001757,"1800001757",node,,,,school,Henley Preparatory School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.062,-26.529
n2623781580,"2623781580",node,,,,school,Sagewood Pre-primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.108,-25.957
n2631029821,"2631029821",node,,,,school,Aston Manor Primary School,,Q97333903,,Kempton Pank,"1619",Eland Road,,,,,,,,,,,,,,,,,,,,,,,,,,,28.241,-26.088
n2623781578,"2623781578",node,,,,school,Sagewood Preparatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.107,-25.957
n2623781579,"2623781579",node,,,,school,Sagewood College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.108,-25.957
n2633516748,"2633516748",node,,,,school,Kempton Park Primary School,,Q97334038,,Kempton Park,"1619",Highveld Road,,,,,,,,,,,,,,,,,,,,,,,,,,,28.234,-26.095
n2712689575,"2712689575",node,,,,school,KYP - Kliptown Youth Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.886,-26.276
n2633278902,"2633278902",node,,,,school,Impala Laer Skool,,,,Kempton Park,"1619",Van Riebeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,28.231,-26.086
n2633278904,"2633278904",node,,,,school,Kempton Park Hoer Skool,,Q97333921,,Kempton Park,"1619",Van Riebeeck,,,,,,,,,,,,,,,,,,,,,,,,,,,28.234,-26.089
n2469480969,"2469480969",node,,,,school,Skeen Primary School,,Q97331850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.119,-26.100
n2470192825,"2470192825",node,,,,school,Pinegrove Primary School,,Q97335558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.427,-26.241
n2392992944,"2392992944",node,,,,school,Hoërskool Erasmus,,Q97332175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.734,-25.813
n2452724801,"2452724801",node,,,,school,Crawford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.049,-26.098
n2571345843,"2571345843",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.354,-26.513
n2573019027,"2573019027",node,,,,school,McAuley House,,Q97331089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.019,-26.181
n2484647878,"2484647878",node,,,,school,Alliance Française,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.031,-26.163
n2531090767,"2531090767",node,,,,school,Ubuhle Care and Development,,,,Bronkhorstspruit,"1020",,,523JR,,,,,,,,,,Farm Vlakfontein,Charity,,,,,,,,,,,,,,28.692,-25.861
n2918364625,"2918364625",node,,,,school,Randfontein Primary,,Q97334381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.694,-26.154
n2918364671,"2918364671",node,,,,school,Laerskool Rapportryer,,Q97334377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.682,-26.167
n2918354345,"2918354345",node,,,,school,Laerskool Randfontein,,Q97334376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.700,-26.175
n2918364620,"2918364620",node,,,,school,Greenhills Preparatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.698,-26.164
n2964506831,"2964506831",node,,,,school,Zonkizizwe Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.883,-26.501
n3025398572,"3025398572",node,,,,,,,,,,,,,,,kerb,,,,,,,,,,,,,,,,,,,,,,,28.071,-26.206
n2924886205,"2924886205",node,,,,school,Bophelong Sports Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.017,-25.938
n2924886206,"2924886206",node,,,,school,Akani Sports Ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.018,-25.938
n2906427090,"2906427090",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.926,-26.229
n2906427091,"2906427091",node,,,,school,Lofentse Comprehensive High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.928,-26.227
n2906422260,"2906422260",node,,,,school,AB Xuma Primary School,,Q97331243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.920,-26.235
n2906422288,"2906422288",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.924,-26.230
n2918332513,"2918332513",node,,,,school,Laerskool Betsie Verwoerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.704,-26.186
n2918332516,"2918332516",node,,,,school,Hoerskool Jan Viljoen,,Q97334328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.705,-26.183
n2906427092,"2906427092",node,,,,school,Emthonjeni Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.927,-26.228
n2918332511,"2918332511",node,,,,school,Hoerskool Riebeeckrand,,Q97334330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.697,-26.179
n3724635786,"3724635786",node,,,,school,Höerskool Zwartkop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.166,-25.849
n3760320620,"3760320620",node,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,27.860,-26.210
n3587626511,"3587626511",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.385,-25.642
n3682561000,"3682561000",node,,,,school,Hoerskool Noordheuwel Entrance,,,,Krugersdorp,,Bell Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,27.808,-26.097
n3763641928,"3763641928",node,,,,,,,,,,,,,,,gate,,,,,,,,,,main,,,,,,,,,,,,,27.824,-26.239
n3889034756,"3889034756",node,,,,school,Anchor Comprehensive School,,Q97331246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.914,-26.220
n3760320625,"3760320625",node,,,,,,,,,,,,,,,gate,,,,,,,,,,service,,,,,,,,,,,,,27.859,-26.210
n3760328296,"3760328296",node,,,,,,,,,,,,,,,gate,,,,,,,,,,main,,,,,,,,,,,,,27.881,-26.212
n3071919298,"3071919298",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.443,-26.302
n3058003545,"3058003545",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.109,-25.989
n3071850265,"3071850265",node,,,,school,Die Heuwel Laerskool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.140,-25.752
n3401564117,"3401564117",node,,,,school,Cooper College Sports Grounds,,,,,,,,,,,,,,,,,,,Cooper College,,,,,,,,,,,,,,27.974,-26.034
n782309618,"782309618",node,,,,school,Rand Girls School,,,,,,,Rand Meisieskool,,,,,,,,,,,,,,,,,,,,,,,,,,28.036,-26.188
n782309625,"782309625",node,,,,school,Centre for Policy Studies,,,,,,Juta Street,,"28",,,,,,,,,,,,,,,,,,,,,,,,,28.031,-26.195
n775202606,"775202606",node,,,,school,Roseneath Primary School,,Q97331216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.044,-26.186
n904037164,"904037164",node,,,,school,M Park creche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.226,-25.800
n904386054,"904386054",node,,,,school,Hoërskool Jeugland,,Q97333918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.213,-26.076
n790505069,"790505069",node,,,,school,SAP Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.090,-26.051
n895296869,"895296869",node,,,,school,Atholhurst school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.071,-26.118
n668684711,"668684711",node,,,,school,West Ridge High School,,Q97333707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.872,-26.144
n676282154,"676282154",node,traffic_signals,traffic_signals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.040,-26.143
n757435032,"757435032",node,,,,school,Orlando West High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.907,-26.238
n768234161,"768234161",node,,,,school,Department for Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.043,-26.205
n688362417,"688362417",node,,,,school,Mooifontein primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.208,-26.064
n965760796,"965760796",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.821,-26.246
n965760924,"965760924",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.825,-26.241
n965149211,"965149211",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.356,-26.498
n965760530,"965760530",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.823,-26.242
n965761124,"965761124",node,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.836,-26.218
